ORIG_TERMINAL_ID,ORIG_DEPT,DEST_TERMINAL_ID,DEST_DEPT,MODE,IMP_EXP_IND,GL_DATE,TRANSPORT_DATE,WB_DATE,ETD,ATD,ETA,ATA,SHIP_TYPE,SERVICE_TYPE,SHIPPER_CODE,SHIPPER_PARENT_ID,SHIPPER_NAME,SHIPPER_INDUSTRY_CODE,SHIPPER_PARENT_NAME,CNEE_CODE,CNEE_PARENT_ID,CNEE_NAME,CNEE_INDUSTRY_CODE,CNEE_PARENT_NAME,CARRIER,FLIGHT_NO,VESSEL_NAME,PORT_LOADING,ORIG_IATA_TC_CODE,ORIG_COUNTRY_CODE,PORT_UNLOADING,DEST_IATA_TC_CODE,DEST_COUNTRY_CODE,CREATED_BY,NUM_PIECES,TEU,CHARGEABLE_WEIGHT,VOLUME_WEIGHT,ACTUAL_WEIGHT,TOTAL_VOLUME,SALESMAN,CONTROLLING_CODE,CONTROLLING_NAME,is_delayed,departure_delay_hours,planned_transit_hours,month,day_of_week
8801,3211,6501,1,A,I,,2025-12-27,2025-12-17,2025-12-31,2026-01-30,2025-12-10,2025-12-02,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,40,7.31,207.04,35.86,3377.48,68.54,,302348024,SCHENKER LLC,0,720.0,-504.0,12,5
8801,3211,6501,1,O,I,,2026-01-06,2025-12-31,2026-01-19,2025-12-21,2025-12-31,2026-01-22,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,PCIU,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,34,3.07,249.98,89.655,7328.69,21.19,,302348024,SCHENKER LLC,1,-696.0,-456.0,1,1
8801,3211,6501,1,A,I,,2026-01-30,2026-01-05,2025-12-01,2025-12-24,2025-12-23,2026-01-24,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,86,2.72,473.98,89.977,16412.05,28.95,,302348024,SCHENKER LLC,1,552.0,528.0,1,4
8801,3211,6501,1,A,I,,2025-12-21,2025-12-16,2026-01-22,2025-12-12,2026-01-12,2026-01-04,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,100,4.02,132.5,42.04,1785.9,33.86,,302348024,SCHENKER LLC,0,-984.0,-240.0,12,6
8801,3211,6501,1,A,I,,2025-12-12,2026-01-14,2026-01-09,2025-12-28,2026-01-30,2025-12-05,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,7ESL,02552W,ESL WASL,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,27,5.57,222.33,76.505,4339.41,7.01,,302348024,SCHENKER LLC,0,-288.0,504.0,12,4
8811,3211,6501,1,A,I,,2026-01-24,2026-01-17,2025-12-16,2025-12-19,2026-01-13,2026-01-13,HOUSE,FCL,302521817,302422007.0,"QINGDAO LONDON DUREX CO.,LTD.",31-Retailing,"QINGDAO LONDON DUREX CO.,LTD.",202318761,302422007.0,RECKITT BENCKISER ARABIA FZE,,RECKITT BENCKISER ARABIA FZE,HDMU,0022W,HMM RAON,CNTAO,TC3,CN,AEJEA,TC2,AE,sdsouz6501,85,8.94,337.35,25.0,4471.53,68.5,,202318761,RECKITT BENCKISER ARABIA FZE,0,72.0,672.0,1,5
8801,3211,6501,1,A,I,,2026-01-02,2025-12-29,2026-01-10,2026-01-04,2025-12-19,2025-12-01,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,90,4.89,237.04,89.977,12548.69,25.08,,302348024,SCHENKER LLC,0,-144.0,-528.0,1,4
8801,3211,6501,1,O,I,,2025-12-21,2026-01-25,2026-01-11,2026-01-30,2026-01-13,2026-01-05,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,58,1.89,428.45,35.86,16795.51,13.46,,302348024,SCHENKER LLC,0,456.0,48.0,12,6
8801,3211,6501,1,A,I,,2026-01-24,2025-12-06,2025-12-15,2026-01-06,2025-12-18,2026-01-28,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,26,3.28,366.14,89.977,18273.65,18.22,,302348024,SCHENKER LLC,1,528.0,72.0,1,5
8801,3211,6501,1,A,I,,2026-01-15,2026-01-10,2026-01-04,2025-12-22,2026-01-24,2025-12-18,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,91,1.69,477.17,42.04,5832.93,23.74,,302348024,SCHENKER LLC,0,-312.0,480.0,1,3
6051,300,6501,1,A,I,,2025-12-15,2026-01-25,2025-12-25,2025-12-09,2026-01-11,2026-01-12,HOUSE,LCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,33,8.61,94.56,49.41,7236.22,47.03,,302339745,HP INTERNATIONAL SARL,1,-384.0,408.0,12,0
5304,4100,6501,1,O,I,,2025-12-20,2025-12-01,2026-01-22,2025-12-26,2025-12-20,2026-01-16,HOUSE,LCL,302480912,,JOLLY BOARD PRIVATE LIMITED,89-Others_General merchandise,JOLLY BOARD PRIVATE LIMITED,6027720,,EMIRATES SPECIALITIES CO.(L.L.C.),,EMIRATES SPECIALITIES CO.(L.L.C.),MEDU,IU549R,MSC YOKOHAMA,INNSA,TC3,IN,AEJEA,TC2,AE,prguru6501,20,6.84,294.99,200.0,11223.25,49.9,,302480912,JOLLY BOARD PRIVATE LIMITED,1,-648.0,-792.0,12,5
8801,3211,6501,1,A,I,,2026-01-24,2026-01-04,2026-01-05,2026-01-03,2025-12-07,2025-12-07,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,7ESL,02552W,ESL WASL,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,69,3.61,270.52,76.505,10818.91,74.05,,302348024,SCHENKER LLC,0,-48.0,-696.0,1,5
6051,300,6501,1,A,I,,2026-01-17,2026-01-26,2025-12-18,2026-01-01,2025-12-26,2026-01-30,HOUSE,FCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,22,2.16,18.04,49.41,12215.56,78.78,,302339745,HP INTERNATIONAL SARL,1,336.0,192.0,1,5
8801,3211,6501,1,A,I,,2026-01-19,2026-01-25,2025-12-28,2025-12-15,2025-12-19,2025-12-19,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,46,8.63,472.34,35.86,1132.18,33.21,,302348024,SCHENKER LLC,0,-312.0,-216.0,1,0
6051,300,6501,1,O,I,,2026-01-20,2025-12-29,2025-12-26,2026-01-07,2025-12-12,2026-01-28,HOUSE,LCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,72,9.21,296.01,49.41,14161.08,65.69,,302339745,HP INTERNATIONAL SARL,1,288.0,-336.0,1,1
6051,300,6501,1,A,I,,2026-01-18,2026-01-12,2025-12-01,2026-01-21,2025-12-25,2026-01-17,HOUSE,FCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,79,2.86,204.16,49.41,3438.04,6.21,,302339745,HP INTERNATIONAL SARL,1,1224.0,576.0,1,6
5200,300,6501,1,A,I,,2026-01-08,2025-12-21,2026-01-18,2025-12-10,2026-01-16,2025-12-11,HOUSE,FCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,60,5.07,426.63,73.8,14349.97,70.1,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),0,-936.0,-48.0,1,3
8801,3211,6501,1,A,I,,2025-12-22,2026-01-08,2025-12-22,2026-01-11,2025-12-24,2025-12-02,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,28,1.86,158.31,42.04,14365.19,58.34,,302348024,SCHENKER LLC,0,480.0,48.0,12,0
6051,300,6501,1,A,I,,2025-12-07,2026-01-09,2026-01-25,2026-01-13,2026-01-10,2026-01-30,HOUSE,FCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,27,2.08,247.02,49.41,10395.55,96.38,,302339745,HP INTERNATIONAL SARL,1,-288.0,-360.0,12,6
5304,4100,6501,1,O,I,,2025-12-21,2025-12-26,2025-12-30,2026-01-09,2026-01-30,2025-12-04,HOUSE,FCL,302480912,,JOLLY BOARD PRIVATE LIMITED,89-Others_General merchandise,JOLLY BOARD PRIVATE LIMITED,6027720,,EMIRATES SPECIALITIES CO.(L.L.C.),,EMIRATES SPECIALITIES CO.(L.L.C.),MEDU,IU549R,MSC YOKOHAMA,INNSA,TC3,IN,AEJEA,TC2,AE,prguru6501,55,7.44,367.1,200.0,6621.36,14.95,,302480912,JOLLY BOARD PRIVATE LIMITED,0,240.0,744.0,12,6
6051,300,6501,1,O,I,,2025-12-24,2025-12-16,2025-12-20,2026-01-04,2026-01-27,2026-01-08,HOUSE,LCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,27,7.58,205.6,49.41,16843.48,7.24,,302339745,HP INTERNATIONAL SARL,0,360.0,912.0,12,2
8801,3211,6501,1,O,I,,2025-12-25,2026-01-14,2026-01-07,2026-01-05,2026-01-10,2026-01-06,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,7,8.83,400.12,42.04,12317.53,96.3,,302348024,SCHENKER LLC,0,-48.0,72.0,12,3
5200,300,6501,1,O,I,,2025-12-25,2026-01-26,2026-01-24,2025-12-03,2025-12-02,2026-01-06,HOUSE,FCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,42,6.69,106.68,73.8,1202.03,46.62,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),1,-1248.0,-1272.0,12,3
8801,3211,6501,1,O,I,,2026-01-17,2026-01-25,2026-01-27,2026-01-23,2025-12-11,2026-01-04,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,PCIU,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,38,1.89,261.82,89.655,3184.23,11.26,,302348024,SCHENKER LLC,1,-96.0,-1128.0,1,5
8801,3211,6501,1,O,I,,2025-12-10,2026-01-20,2025-12-07,2026-01-03,2025-12-08,2025-12-04,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,PCIU,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,23,4.04,46.29,89.655,19798.01,10.72,,302348024,SCHENKER LLC,0,648.0,24.0,12,2
8801,3211,6501,1,A,I,,2026-01-16,2025-12-24,2025-12-08,2026-01-25,2025-12-15,2026-01-14,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,7ESL,02552W,ESL WASL,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,11,8.34,495.7,76.505,5411.8,86.78,,302348024,SCHENKER LLC,1,1152.0,168.0,1,4
5304,4100,6501,1,A,I,,2026-01-18,2025-12-13,2026-01-17,2025-12-23,2026-01-25,2025-12-21,HOUSE,FCL,302480912,,JOLLY BOARD PRIVATE LIMITED,89-Others_General merchandise,JOLLY BOARD PRIVATE LIMITED,6027720,,EMIRATES SPECIALITIES CO.(L.L.C.),,EMIRATES SPECIALITIES CO.(L.L.C.),MEDU,IU549R,MSC YOKOHAMA,INNSA,TC3,IN,AEJEA,TC2,AE,prguru6501,5,9.48,341.99,200.0,1805.55,15.73,,302480912,JOLLY BOARD PRIVATE LIMITED,0,-600.0,192.0,1,6
6051,300,6501,1,O,I,,2026-01-28,2025-12-01,2026-01-15,2025-12-06,2025-12-13,2026-01-30,HOUSE,LCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,26,7.56,58.71,49.41,9975.43,74.03,,302339745,HP INTERNATIONAL SARL,1,-960.0,-792.0,1,2
8801,3211,6501,1,A,I,,2026-01-14,2026-01-03,2025-12-01,2026-01-03,2026-01-27,2025-12-23,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,7ESL,02552W,ESL WASL,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,18,0.53,180.7,76.505,8877.1,32.19,,302348024,SCHENKER LLC,0,792.0,1368.0,1,2
8811,3211,6501,1,A,I,,2025-12-05,2025-12-24,2026-01-28,2026-01-25,2026-01-10,2026-01-09,HOUSE,FCL,302521817,302422007.0,"QINGDAO LONDON DUREX CO.,LTD.",31-Retailing,"QINGDAO LONDON DUREX CO.,LTD.",202318761,302422007.0,RECKITT BENCKISER ARABIA FZE,,RECKITT BENCKISER ARABIA FZE,HDMU,0022W,HMM RAON,CNTAO,TC3,CN,AEJEA,TC2,AE,sdsouz6501,58,2.57,204.9,25.0,3490.43,98.81,,202318761,RECKITT BENCKISER ARABIA FZE,0,-72.0,-432.0,12,4
8801,3211,6501,1,O,I,,2025-12-05,2026-01-10,2026-01-08,2026-01-22,2025-12-17,2026-01-02,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,7ESL,02552W,ESL WASL,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,8,4.04,210.22,76.505,16211.6,38.19,,302348024,SCHENKER LLC,1,336.0,-528.0,12,4
8801,3211,6501,1,A,I,,2025-12-02,2026-01-06,2025-12-30,2025-12-25,2025-12-15,2026-01-22,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,PCIU,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,67,4.7,495.46,89.655,9268.16,71.56,,302348024,SCHENKER LLC,1,-120.0,-360.0,12,1
5200,300,6501,1,O,I,,2025-12-29,2025-12-29,2025-12-15,2026-01-02,2026-01-13,2026-01-12,HOUSE,LCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,51,0.61,73.24,73.8,3354.19,97.71,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),0,432.0,696.0,12,0
8801,3211,6501,1,A,I,,2026-01-27,2025-12-04,2026-01-15,2025-12-23,2026-01-24,2026-01-02,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,51,4.43,273.36,35.86,4226.85,10.58,,302348024,SCHENKER LLC,0,-552.0,216.0,1,1
8801,3211,6501,1,O,I,,2026-01-17,2026-01-18,2026-01-20,2026-01-12,2025-12-02,2025-12-23,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,56,5.21,410.97,42.04,4041.41,21.46,,302348024,SCHENKER LLC,1,-192.0,-1176.0,1,5
8811,3211,6501,1,O,I,,2025-12-30,2025-12-26,2026-01-11,2026-01-08,2025-12-10,2026-01-05,HOUSE,LCL,302521817,302422007.0,"QINGDAO LONDON DUREX CO.,LTD.",31-Retailing,"QINGDAO LONDON DUREX CO.,LTD.",202318761,302422007.0,RECKITT BENCKISER ARABIA FZE,,RECKITT BENCKISER ARABIA FZE,HDMU,0022W,HMM RAON,CNTAO,TC3,CN,AEJEA,TC2,AE,sdsouz6501,45,5.8,30.94,25.0,18320.3,53.21,,202318761,RECKITT BENCKISER ARABIA FZE,1,-72.0,-768.0,12,1
5200,300,6501,1,A,I,,2026-01-22,2026-01-06,2025-12-31,2025-12-05,2026-01-22,2025-12-01,HOUSE,LCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,49,0.74,338.41,73.8,6809.83,76.36,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),0,-624.0,528.0,1,3
5200,300,6501,1,O,I,,2026-01-06,2026-01-19,2026-01-25,2026-01-04,2026-01-13,2025-12-16,HOUSE,FCL,302537367,302422007.0,RECKITT BENCKISER ENA B.V. C/O  ZOBELE ASIA PACIFIC (HONG KONG),,ZOBELE ASIA PACIFIC (HONG KONG) LIMITED (FOR RECKITT BENCKISER),202309530,302422007.0,SOAP & CHEMICALS INDUSTRIAL & TRADING,,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),EGLV,1703-082W,EVER LOGIC,CNSHK,TC3,HK,AEJEA,TC2,AE,sdsouz6501,45,5.65,473.94,73.8,7234.87,62.15,,202309530,SOAPS & CHEMICALS INDUSTRIAL & TRADING CO(RECKITT BENCKISER ONLY),0,-504.0,-288.0,1,1
8801,3211,6501,1,O,I,,2026-01-30,2025-12-24,2025-12-15,2026-01-16,2026-01-29,2026-01-21,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,7ESL,02552W,ESL WASL,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,74,7.76,2.48,76.505,15385.37,20.27,,302348024,SCHENKER LLC,0,768.0,1080.0,1,4
6051,300,6501,1,O,I,,2025-12-15,2025-12-17,2026-01-06,2025-12-16,2026-01-22,2026-01-18,HOUSE,FCL,302269256,302267969.0,HEWLETT-PACKARD SINGAPORE (PRIVATE),51-Computers,HP SINGAPORE (PRIVATE) LIMITED,202321532,302267969.0,HP EUROPE BV,,HP EUROPE BV,EGLV,182W,ITAL UNIVERSO,THLCH,TC3,TH,AEJEA,TC2,AE,prguru6501,58,5.63,232.24,49.41,18321.78,44.59,,302339745,HP INTERNATIONAL SARL,0,-504.0,384.0,12,0
8801,3211,6501,1,A,I,,2026-01-17,2025-12-25,2026-01-02,2025-12-04,2026-01-24,2026-01-07,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,PCIU,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,41,9.1,445.55,89.655,4178.21,13.29,,302348024,SCHENKER LLC,0,-696.0,528.0,1,5
8801,3211,6501,1,A,I,,2026-01-05,2026-01-22,2025-12-15,2025-12-13,2025-12-26,2026-01-27,HOUSE,FCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,008W,VARANYA BHUM,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,79,5.65,119.93,42.04,5753.07,34.86,,302348024,SCHENKER LLC,1,-48.0,264.0,1,0
8601,3211,6501,1,A,I,,2025-12-29,2025-12-02,2025-12-21,2025-12-28,2026-01-30,2026-01-21,HOUSE,LCL,8028181,,"HONDA MOTORCYCLE(SHANGHAI) CO.,LTD.",,"HONDA MOTORCYCLE (SHANGHAI) CO.,LTD.",302269656,302164078.0,HONDA GULF FZE,,HONDA GULF FZE,ECUI,937W,NORTHERN GUARD,CNSHK,TC3,CN,AEJEA,TC2,AE,prguru6501,32,1.66,133.2,1.868,14634.13,28.37,,302269656,HONDA GULF FZE,0,168.0,960.0,12,0
8811,3211,6501,1,O,I,,2026-01-16,2025-12-08,2025-12-10,2025-12-11,2026-01-05,2026-01-20,HOUSE,FCL,302521817,302422007.0,"QINGDAO LONDON DUREX CO.,LTD.",31-Retailing,"QINGDAO LONDON DUREX CO.,LTD.",202318761,302422007.0,RECKITT BENCKISER ARABIA FZE,,RECKITT BENCKISER ARABIA FZE,HDMU,0022W,HMM RAON,CNTAO,TC3,CN,AEJEA,TC2,AE,sdsouz6501,95,8.43,446.37,25.0,2747.2,9.38,,202318761,RECKITT BENCKISER ARABIA FZE,1,24.0,624.0,1,4
8801,3211,6501,1,O,I,,2025-12-20,2026-01-28,2025-12-24,2026-01-11,2025-12-04,2025-12-08,HOUSE,LCL,302115978,10048597.0,BOSCH (CHINA) INVESTMENT LTD.,56-Imaging Machine/Copying Machine,BOSCH (CHINA) INVESTMENT LTD.,302348024,,SCHENKER LLC,,SCHENKER LLC,12WW,0011W,KOTA PLUMBAGO,CNSHA,TC3,CN,AEJEA,TC2,AE,aulang6501,74,9.84,242.66,35.86,11819.82,83.53,,302348024,SCHENKER LLC,1,432.0,-480.0,12,5
